make,model,version,locale
CHEVROLET,LUV,P-UP LUV 2.5 TD D/CAB 4X2,es_AR
CHEVROLET,LUV,P-UP LUV 2.5 TD D/CAB 4X2 AA,es_AR
CHEVROLET,LUV,P-UP LUV 2.5 TD S/CAB 4X2,es_AR
CHEVROLET,LUV,P-UP LUV 2.8 TD D/CAB 4X4 AA,es_AR
CHEVROLET,S10,P-UP S10 2.2 SC 4X2,es_AR
CHEVROLET,S10,P-UP S10 2.2 SC 4X2 DLX,es_AR
CHEVROLET,S10,P-UP S10 2.5TD DC 4X2,es_AR
CHEVROLET,S10,P-UP S10 2.5TD DC 4X2 DLX,es_AR
CHEVROLET,S10,P-UP S10 2.5TD DC 4X4 DLX,es_AR
CHEVROLET,S10,P-UP S10 2.5TD SC 4X2,es_AR
CHEVROLET,S10,P-UP S10 2.5TD SC 4X2 AA,es_AR
CHEVROLET,S10,P-UP S10 2.5TD SC 4X2 DLX,es_AR
CHEVROLET,S10,P-UP S10 2.5TD SC 4X4 DLX,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 L/06,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 L/09,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 AA,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 DLX,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 DLX L/06,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 DLX L/09,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 HC,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 HC L/17,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 HC L/17 100 YEARS,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 LS L/12,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 LS L/14,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 LS L/17,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 LS L/21,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 LT L/12,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 LT L/14,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 LT L/17,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 LT L/21,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 LTZ L/12,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 LTZ L/14,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 LTZ L/17,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 LTZ L/21,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 MIDNIGHT,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X2 PLUS,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 AA,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 AA L/06,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 AA L/09,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 CARDON,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 DLX,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 DLX L/06,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 DLX L/09,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 HC,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 HC L/17,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 HC AT,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 HC AT L/17,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 HC AT 100 YE,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 HC AT L/21,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LS L/12,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LS L/14,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LS L/17,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LT L/12,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LT L/14,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LT L/17,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LT AT L/17,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LT AT L/21,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LT L/21,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LTD,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LTD L/06,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LTD L/09,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LTZ L/12,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LTZ L/14,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LTZ L/17,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LTZ AT L/12,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LTZ AT L/14,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LTZ AT L/17,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 LTZ AT L/21,es_AR
CHEVROLET,S10,P-UP S10 2.8TD DC 4X4 MIDNIGHT,es_AR
CHEVROLET,S10,P-UP S10 2.8TD SC 4X2,es_AR
CHEVROLET,S10,P-UP S10 2.8TD SC 4X2 L/06,es_AR
CHEVROLET,S10,P-UP S10 2.8TD SC 4X2 L/09,es_AR
CHEVROLET,S10,P-UP S10 2.8TD SC 4X2 LS L/12,es_AR
CHEVROLET,S10,P-UP S10 2.8TD SC 4X2 LS L/14,es_AR
CHEVROLET,S10,P-UP S10 2.8TD SC 4X2 LS L/17,es_AR
CHEVROLET,S10,P-UP S10 2.8TD SC 4X2 LS L/21,es_AR
CHEVROLET,S10,P-UP S10 2.8TD SC 4X4 LS L/12,es_AR
CHEVROLET,S10,P-UP S10 2.8TD SC 4X4 LS L/14,es_AR
CHEVROLET,S10,P-UP S10 2.8TD SC 4X4 LS L/17,es_AR
CHEVROLET,S10,P-UP S10 2.8TD SC 4X4 LS L/21,es_AR
CHEVROLET,SILVERADO,P-UP SILVERADO 4.1,es_AR
CHEVROLET,SILVERADO,P-UP SILVERADO D MAXION,es_AR
CHEVROLET,SILVERADO,P-UP SILVERADO D MAXION AA LL,es_AR
CHEVROLET,SILVERADO,P-UP SILVERADO D MAXION CONQ.,es_AR
CHEVROLET,SILVERADO,P-UP SILVERADO TD MWM,es_AR
CHEVROLET,SILVERADO,P-UP SILVERADO TD MWM AA,es_AR
CHEVROLET,SILVERADO,P-UP SILVERADO TD MWM CONQ.,es_AR
CHEVROLET,SILVERADO,P-UP SILVERADO TD MWM DLX,es_AR
CHEVROLET,SILVERADO,P-UP SILVERADO TD MWM DLX ABS,es_AR
CHEVROLET,PRISMA,PRISMA 1.4 LS,es_AR
CHEVROLET,PRISMA,PRISMA 1.4 LS JOY L/17,es_AR
CHEVROLET,PRISMA,PRISMA 1.4 LS JOY + L/17,es_AR
CHEVROLET,PRISMA,PRISMA 1.4 LS MAXX L/17,es_AR
CHEVROLET,PRISMA,PRISMA 1.4 LT,es_AR
CHEVROLET,PRISMA,PRISMA 1.4 LT L/13,es_AR
CHEVROLET,PRISMA,PRISMA 1.4 LT L/17,es_AR
CHEVROLET,PRISMA,PRISMA 1.4 LTZ L/13,es_AR
CHEVROLET,PRISMA,PRISMA 1.4 LTZ L/17,es_AR
CHEVROLET,PRISMA,PRISMA 1.4 LTZ AUT L/13,es_AR
CHEVROLET,PRISMA,PRISMA 1.4 LTZ AUT L/17,es_AR
CHEVROLET,PRIZM,PRIZM 1.6 GEO,es_AR
CHEVROLET,SATURN,SATURN,es_AR
CHEVROLET,SONIC,SONIC 1.6 4 PTAS LT,es_AR
CHEVROLET,SONIC,SONIC 1.6 4 PTAS LT L/15,es_AR
CHEVROLET,SONIC,SONIC 1.6 4 PTAS LTZ,es_AR
CHEVROLET,SONIC,SONIC 1.6 4 PTAS LTZ L/15,es_AR
CHEVROLET,SONIC,SONIC 1.6 4 PTAS LTZ AUT,es_AR
CHEVROLET,SONIC,SONIC 1.6 4 PTAS LTZ AUT L/15,es_AR
CHEVROLET,SONIC,SONIC 1.6 5 PTAS LT,es_AR
CHEVROLET,SONIC,SONIC 1.6 5 PTAS LT L/15,es_AR
CHEVROLET,SONIC,SONIC 1.6 5 PTAS LTZ,es_AR
CHEVROLET,SONIC,SONIC 1.6 5 PTAS LTZ L/15,es_AR
CHEVROLET,SONIC,SONIC 1.6 5 PTAS LTZ AUT,es_AR
CHEVROLET,SONIC,SONIC 1.6 5 PTAS LTZ AUT L/15,es_AR
CHEVROLET,SONIC,SONIC 1.6 5 PTAS LTZ EFFECT L/15,es_AR
CHEVROLET,SPARK,SPARK 1.0 LS,es_AR
CHEVROLET,SPARK,SPARK 1.0 LT,es_AR
CHEVROLET,SPARK,SPARK 1.2 LT,es_AR
CHEVROLET,SPIN,SPIN 1.3 TD LTZ 5 AS,es_AR
CHEVROLET,SPIN,SPIN 1.3 TD LTZ 7 AS,es_AR
CHEVROLET,SPIN,SPIN 1.8 ACTIVE 7 AS AUT L/21,es_AR
CHEVROLET,SPIN,SPIN 1.8 LT 5 AS,es_AR
CHEVROLET,SPIN,SPIN 1.8 LT 5 AS L/19,es_AR
CHEVROLET,SPIN,SPIN 1.8 LT 5 AS MY LINK,es_AR
CHEVROLET,SPIN,SPIN 1.8 LT 5 AS L/21,es_AR
CHEVROLET,SPIN,SPIN 1.8 LTZ 5 AS,es_AR
CHEVROLET,SPIN,SPIN 1.8 LTZ 5 AS L/19,es_AR
CHEVROLET,SPIN,SPIN 1.8 LTZ 5 AS ACTIV,es_AR
CHEVROLET,SPIN,SPIN 1.8 LTZ 5 AS ACTIV L/19,es_AR
CHEVROLET,SPIN,SPIN 1.8 LTZ 5 AS ACTIV AUT,es_AR
CHEVROLET,SPIN,SPIN 1.8 LTZ 5 AS ACTIV AUT L/19,es_AR
CHEVROLET,SPIN,SPIN 1.8 LTZ 7 AS,es_AR
CHEVROLET,SPIN,SPIN 1.8 LTZ 7 AS L/19,es_AR
CHEVROLET,SPIN,SPIN 1.8 LTZ 7 AS ACTIV AUT L/19,es_AR
CHEVROLET,SPIN,SPIN 1.8 LTZ 7 AS AUT,es_AR
CHEVROLET,SPIN,SPIN 1.8 LTZ 7 AS AUT L/19,es_AR
CHEVROLET,SPIN,SPIN 1.8 PREMIER 7 AS L/21,es_AR
CHEVROLET,SUBURBAN,SUBURBAN TD 4X4,es_AR
CHEVROLET,SUPREMA,SUPREMA GLS 2.0,es_AR
CHEVROLET,SUPREMA,SUPREMA GLS 2.2,es_AR
CHEVROLET,TRACKER,TRACKER 1.2 TURBO AT6,es_AR
CHEVROLET,TRACKER,TRACKER 1.2 TURBO LTZ AT6,es_AR
CHEVROLET,TRACKER,TRACKER 1.2 TURBO MT5,es_AR
CHEVROLET,TRACKER,TRACKER 1.2 TURBO PREMIER AT6,es_AR
CHEVROLET,TRACKER,TRACKER 1.8 LT 4X2,es_AR
CHEVROLET,TRACKER,TRACKER 1.8 LTZ 4X2,es_AR
CHEVROLET,TRACKER,TRACKER 1.8 LTZ 4X2 MIDNIGTH,es_AR
CHEVROLET,TRACKER,TRACKER 1.8 LTZ 4X2 PREMIER L/17,es_AR
CHEVROLET,TRACKER,TRACKER 1.8 LTZ 4X4 AUT,es_AR
CHEVROLET,TRACKER,TRACKER 1.8 LTZ 4X4 AUT PREM L/17,es_AR
CHEVROLET,TRACKER,TRACKER 1.8 LTZ+ 4X4 AUT,es_AR
CHEVROLET,TRACKER,TRACKER 1.8 LTZ+ 4X4 AUT PREM L/17,es_AR
CHEVROLET,TRAILBLAZER,TRAILBLAZER 2.8 4X4 LT AUT,es_AR
CHEVROLET,TRAILBLAZER,TRAILBLAZER 2.8 4X4 LTZ AUT,es_AR
CHEVROLET,TRAILBLAZER,TRAILBLAZER 2.8 4X4 LTZ AUT L/17,es_AR
CHEVROLET,TRAILBLAZER,TRAILBLAZER 2.8 4X4 LTZ AUT PREMIER L/21,es_AR
CHEVROLET,VAN,VAN,es_AR
CHEVROLET,VECTRA,VECTRA CD 2.0,es_AR
CHEVROLET,VECTRA,VECTRA CD 2.2,es_AR
CHEVROLET,VECTRA,VECTRA CD 2.2 AUT,es_AR
CHEVROLET,VECTRA,VECTRA CD 2.4,es_AR
CHEVROLET,VECTRA,VECTRA CD 2.4 L/09,es_AR
CHEVROLET,VECTRA,VECTRA CD 2.4 AUT,es_AR
CHEVROLET,VECTRA,VECTRA CD 2.4 AUT L/09,es_AR
CHEVROLET,VECTRA,VECTRA DTI 2.0,es_AR
CHEVROLET,VECTRA,VECTRA GL 2.0,es_AR
CHEVROLET,VECTRA,VECTRA GL 2.2,es_AR
CHEVROLET,VECTRA,VECTRA GLS 2.0,es_AR
CHEVROLET,VECTRA,VECTRA GLS 2.0 L/11,es_AR
CHEVROLET,VECTRA,VECTRA GLS 2.0 ABS,es_AR
CHEVROLET,VECTRA,VECTRA GLS 2.2 ABS,es_AR
CHEVROLET,VECTRA,VECTRA GLS 2.4,es_AR
CHEVROLET,VECTRA,VECTRA GLS 2.4 L/09,es_AR
CHEVROLET,VECTRA,VECTRA GT 2.0 GLS,es_AR
CHEVROLET,VECTRA,VECTRA GT 2.0 GLS L/09,es_AR
CHEVROLET,VECTRA,VECTRA GT 2.0 GLS LIFE,es_AR
CHEVROLET,VECTRA,VECTRA GT 2.4 CD,es_AR
CHEVROLET,VECTRA,VECTRA GT 2.4 CD L/09,es_AR
CHEVROLET,VECTRA,VECTRA GT 2.4 CD AUT,es_AR
CHEVROLET,VECTRA,VECTRA GT 2.4 CD AUT L/09,es_AR
CHEVROLET,VERANEIO,VERANEIO 3 PTAS,es_AR
CHEVROLET,VERANEIO,VERANEIO 5 PTAS,es_AR
CHEVROLET,ZAFIRA,ZAFIRA GL 2.0,es_AR
CHEVROLET,ZAFIRA,ZAFIRA GLS 2.0 16V,es_AR
CHEVROLET,ZAFIRA,ZAFIRA GLS 2.0 16V C/DVD,es_AR
CHEVROLET,ZAFIRA,ZAFIRA II GL 2.0,es_AR
CHEVROLET,ZAFIRA,ZAFIRA II GLS 2.0,es_AR
CHEVROLET,ZAFIRA,ZAFIRA II GLS 2.0 16V,es_AR
CHEVROLET,ZAFIRA,ZAFIRA II GLS 2.0 16V C/DVD,es_AR
CHEVROLET,714,714,es_AR
CHEVROLET,14000,14000 TD LARGO,es_AR
CHEVROLET,15-190,15-190,es_AR
CHEVROLET,16-220,16-220,es_AR
CHEVROLET,6-150,6-150 MWM TD,es_AR
CHEVROLET,6000,6000 TD,es_AR
CHEVROLET,C 50,C 50,es_AR
CHEVROLET,CAMION,CAMION,es_AR
CHEVROLET,KODIAK,KODIAK (14-190),es_AR
CHEVROLET,NKR,NKR,es_AR
CHEVROLET,NPR,NPR,es_AR
CHRYSLER,300,300 C 3.5 V6,es_AR
CHRYSLER,300,300 C 3.6 V6,es_AR
CHRYSLER,300,300 C 5.7 V8 HEMI,es_AR
CHRYSLER,300,300 M 3.5 V6,es_AR
CHRYSLER,CARAVAN,CARAVAN 2.5 AUT,es_AR
CHRYSLER,CARAVAN,CARAVAN 3.0 AUT,es_AR
CHRYSLER,CARAVAN,CARAVAN 3.0 AUT SE,es_AR
CHRYSLER,CARAVAN,CARAVAN 3.8 4WD,es_AR
CHRYSLER,CARAVAN,CARAVAN SE 2.4,es_AR
CHRYSLER,CARAVAN,CARAVAN SE 2.5 TD,es_AR
CHRYSLER,CARAVAN,CARAVAN SE 3.3,es_AR
CHRYSLER,CHARGER,CHARGER,es_AR
CHRYSLER,COMANCHE,COMANCHE,es_AR
CHRYSLER,CONCORDE,CONCORDE,es_AR
CHRYSLER,CROSSFIRE,CROSSFIRE 3.2 COUPE LIMITED,es_AR
CHRYSLER,CROSSFIRE,CROSSFIRE 3.2 ROADSTER LIMITED,es_AR
CHRYSLER,DAKOTA,DAKOTA 2.5,es_AR
CHRYSLER,DAKOTA,DAKOTA 2.5 AA,es_AR
CHRYSLER,DAKOTA,DAKOTA 2.5 TDI,es_AR
CHRYSLER,DAKOTA,DAKOTA 2.5 TDI AA,es_AR
CHRYSLER,DAKOTA,DAKOTA 2.5 TDI SPORT,es_AR
CHRYSLER,DAKOTA,DAKOTA 2.5 TDI SPORT C/DOBLE,es_AR
CHRYSLER,DAKOTA,DAKOTA 2.5 TDI SPORT CLUBCAB,es_AR
CHRYSLER,DAKOTA,DAKOTA 3.9 CLUBCAB,es_AR
CHRYSLER,DAKOTA,DAKOTA 3.9 CLUBCAB 4X4,es_AR
CHRYSLER,DAKOTA,DAKOTA 3.9 SPORT,es_AR
CHRYSLER,DAKOTA,DAKOTA 3.9 SPORT 4X4,es_AR
CHRYSLER,DAKOTA,DAKOTA 3.9 SPORT C/DOBLE,es_AR
CHRYSLER,DAKOTA,DAKOTA 3.9 SPORT CLUBCAB,es_AR
CHRYSLER,DAKOTA,DAKOTA 5.2 SPORT 4X4,es_AR
CHRYSLER,DAYTONA,DAYTONA,es_AR
DODGE,LEBARON,MEDALLION,es_AR
CHRYSLER,DURANGO,DURANGO,es_AR
CHRYSLER,GRAND,GRAND CARAVAN 2.5 TD,es_AR
CHRYSLER,GRAND,GRAND CARAVAN 3.3 LE AUT,es_AR
CHRYSLER,GRAND,GRAND CARAVAN 3.3 SE AUT,es_AR
CHRYSLER,HONCHO,HONCHO J 10,es_AR
CHRYSLER,INTREPID,INTREPID 3.3 V6,es_AR
CHRYSLER,INTREPID,INTREPID 3.5 V6 24V,es_AR
JEEP,CHEROKEE,2.1 TD,es_AR
JEEP,CHEROKEE,2.4 SPORT,es_AR
JEEP,CHEROKEE,2.5 CLASSIC TD,es_AR
JEEP,CHEROKEE,2.5 SE,es_AR
JEEP,CHEROKEE,2.5 SPORT TD,es_AR
JEEP,CHEROKEE,2.5 SPORT TD L/02,es_AR
JEEP,CHEROKEE,2.8 SPORT TD AUT,es_AR
JEEP,CHEROKEE,2.8 SPORT TD ATX,es_AR
JEEP,CHEROKEE,3.2 TRAILHAWK,es_AR
JEEP,CHEROKEE,3.7 LIMITED,es_AR
JEEP,CHEROKEE,3.7 LIMITED ATX,es_AR
JEEP,CHEROKEE,3.7 SPORT,es_AR
JEEP,CHEROKEE,3.7 SPORT ATX,es_AR
JEEP,CHEROKEE,4.0 CLASSIC,es_AR
JEEP,CHEROKEE,4.0 CLASSIC AUT,es_AR
JEEP,CHEROKEE,4.0 LAREDO,es_AR
JEEP,CHEROKEE,4.0 SPORT,es_AR
JEEP,COMPASS,2.0TD LIMITED PLUS AT9,es_AR
JEEP,COMPASS,2.0TD TRAILHAWK AT9,es_AR
JEEP,COMPASS,2.4 LIMITED,es_AR
JEEP,COMPASS,2.4 LIMITED AT9,es_AR
JEEP,COMPASS,2.4 LIMITED AT9 PLUS,es_AR
JEEP,COMPASS,2.4 LIMITED AUT,es_AR
JEEP,COMPASS,2.4 LONGITUDE AT6 4X2,es_AR
JEEP,COMPASS,2.4 LONGITUDE AT9 O/E,es_AR
JEEP,COMPASS,2.4 LONGITUDE AT9 PLU,es_AR
JEEP,COMPASS,2.4 SPORT,es_AR
JEEP,COMPASS,2.4 SPORT 4X2 AT6,es_AR
JEEP,COMPASS,2.4 SPORT 4X2 MT6,es_AR
JEEP,COMPASS,2.4 SPORT AUT,es_AR
JEEP,GRAND,CHEROKEE LAREDO 2.5 TD,es_AR
JEEP,GRAND,CHEROKEE LAREDO 2.7 CRD,es_AR
JEEP,GRAND,CHEROKEE LAREDO 3.0 CRD,es_AR
JEEP,GRAND,CHEROKEE LAREDO 3.1 TD,es_AR
JEEP,GRAND,CHEROKEE LAREDO 4.0,es_AR
JEEP,GRAND,CHEROKEE LAREDO 4.0 LN,es_AR
JEEP,GRAND,CHEROKEE LIM 2.5 TD,es_AR
JEEP,GRAND,CHEROKEE LIM 2.5 TD TC,es_AR
JEEP,GRAND,CHEROKEE LIM 2.7 CRD,es_AR
JEEP,GRAND,CHEROKEE LIM 3.0 CRD,es_AR
JEEP,GRAND,CHEROKEE LIM 3.1 TD,es_AR
JEEP,GRAND,CHEROKEE LIM 3.1 TD SCV,es_AR
JEEP,GRAND,CHEROKEE LIM 3.6,es_AR
JEEP,GRAND,CHEROKEE LIM 3.6 L/14,es_AR
JEEP,GRAND,CHEROKEE LIM 3.6 TC L14,es_AR
JEEP,GRAND,CHEROKEE LIM 4.0,es_AR
JEEP,GRAND,CHEROKEE LIM 4.7 V8,es_AR
JEEP,GRAND,CHEROKEE LIM 4.7 V8 SCV,es_AR
JEEP,GRAND,CHEROKEE LIM 5.2 V8,es_AR
JEEP,GRAND,CHEROKEE LIM 5.2 V8 TC,es_AR
JEEP,GRAND,CHEROKEE OVERLAND,es_AR
JEEP,GRAND,CHEROKEE OVERLAND ATX,es_AR
JEEP,GRAND,CHEROKEE SRT8,es_AR
JEEP,GRAND,CHEROKEE SRT8 L/14,es_AR
JEEP,PATRIOT,2.0 SPORT,es_AR
JEEP,PATRIOT,2.4 SPORT,es_AR
JEEP,PATRIOT,2.4 SPORT AT,es_AR
JEEP,RENEGADE,1.8 4X2 LONGITUDE AT,es_AR
JEEP,RENEGADE,1.8 4X2 SPORT,es_AR
JEEP,RENEGADE,1.8 4X2 SPORT AT,es_AR
JEEP,RENEGADE,1.8 4X2 SPORT PLUS,es_AR
JEEP,RENEGADE,1.8 4X2 SPORT PLUS A,es_AR
JEEP,RENEGADE,1.8 4X2 SPORT W.L/20,es_AR
JEEP,RENEGADE,1.8 4X2 SPORT WILD,es_AR
JEEP,RENEGADE,2.0 4X4 TRAILHAWK TD,es_AR
JEEP,RENEGADE,2.4 4X4 LONGITUDE AT,es_AR
JEEP,WRANGLER,3.6 RUBICON 2 P AT,es_AR
JEEP,WRANGLER,3.6 RUBICON 4 P AT,es_AR
JEEP,WRANGLER,3.6 SPORT V6 2 P,es_AR
JEEP,WRANGLER,3.6 UNLI. SAHARA 4 P,es_AR
JEEP,WRANGLER,3.6 UNLI.RUBICON 4 P,es_AR
JEEP,WRANGLER,3.6 UNLIMITED 4 P,es_AR
JEEP,WRANGLER,3.6 UNLIMITED 4 P AT,es_AR
JEEP,WRANGLER,3.8 MOUNTAIN 4 P AT,es_AR
JEEP,WRANGLER,3.8 SPORT 2 PTAS,es_AR
JEEP,WRANGLER,3.8 SPORT AUT 2 PTAS,es_AR
JEEP,WRANGLER,3.8 UNLIMITED 4 P,es_AR
JEEP,WRANGLER,3.8 UNLIMITED 4 P AT,es_AR
JEEP,WRANGLER,4.0 HARD TOP,es_AR
JEEP,WRANGLER,4.0 HARD TOP SPORT,es_AR
JEEP,WRANGLER,4.0 SOFT TOP,es_AR
DODGE,JOURNEY,JOURNEY 2.4 SE L/11,es_AR
DODGE,JOURNEY,JOURNEY 2.4 SXT,es_AR
DODGE,JOURNEY,JOURNEY 2.4 SXT 2 FILAS L/11 FULL,es_AR
DODGE,JOURNEY,JOURNEY 2.4 SXT 3 FILAS L/11,es_AR
DODGE,JOURNEY,JOURNEY 2.4 SXT 3 FILAS L/11 FULL,es_AR
DODGE,JOURNEY,JOURNEY 2.4 SXT FULL,es_AR
DODGE,JOURNEY,JOURNEY 2.7 RT,es_AR
DODGE,JOURNEY,JOURNEY 2.7 RT FULL,es_AR
DODGE,JOURNEY,JOURNEY 2.7 SXT,es_AR
DODGE,JOURNEY,JOURNEY 3.6 RT ATX,es_AR
CHRYSLER,LEBARON,LEBARON 3.0 CABRIO,es_AR
CHRYSLER,NEON,NEON 1.8,es_AR
CHRYSLER,NEON,NEON 1.8 SPORT,es_AR
CHRYSLER,NEON,NEON 2.0,es_AR
CHRYSLER,NEON,NEON 2.0 AUT,es_AR
CHRYSLER,NEON,NEON 2.0 E/LIMITADA,es_AR
CHRYSLER,NEON,NEON 2.0 SPORT LX,es_AR
CHRYSLER,NEON,NEON 2000 LE,es_AR
CHRYSLER,NEON,NEON 2000 LE ABS,es_AR
CHRYSLER,NEON,NEON 2000 LE AUT,es_AR
CHRYSLER,NEON,NEON 2000 LE AUT ABS,es_AR
CHRYSLER,NEON,NEON 2000 LX,es_AR
CHRYSLER,NEON,NEON 2000 SE,es_AR
CHRYSLER,PT,PT CRUISER 2.0 CLASSIC,es_AR
CHRYSLER,PT,PT CRUISER 2.0 CLASSIC AUT,es_AR
CHRYSLER,PT,PT CRUISER 2.0 LIMITED,es_AR
CHRYSLER,PT,PT CRUISER 2.0 LIMITED AUT,es_AR
CHRYSLER,PT,PT CRUISER 2.0 TOURING,es_AR
CHRYSLER,PT,PT CRUISER 2.2 CLASSIC TD,es_AR
CHRYSLER,PT,PT CRUISER 2.4 CLASSIC,es_AR
CHRYSLER,PT,PT CRUISER 2.4 CLASSIC AUT,es_AR
CHRYSLER,PT,PT CRUISER 2.4 GT TURBO,es_AR
CHRYSLER,PT,PT CRUISER 2.4 GT TURBO CABRIOLET,es_AR
CHRYSLER,PT,PT CRUISER 2.4 LIMITED AUT,es_AR
CHRYSLER,PT,PT CRUISER 2.4 TOURING,es_AR
RAM,150,CHARGER AW,es_AR
RAM,1500,3.9 PICK-UP 4X4,es_AR
RAM,1500,3.9 PICK-UP SLT,es_AR
RAM,1500,5.7 D/CAB 4X4 LARAMIE,es_AR
RAM,2500,TDI D/CAB 4X4,es_AR
RAM,2500,TDI D/CAB 4X4 LARAMIE,es_AR
RAM,2500,TDI D/CAB 4X4 LARAMIE L14,es_AR
RAM,2500,TDI D/CAB 4X4 LARAMIE L20,es_AR
RAM,2500,TDI PICK-UP,es_AR
RAM,2500,TDI PICK-UP 4X4 SLT,es_AR
CHRYSLER,SAFARI,SAFARI,es_AR
CHRYSLER,SEBRING,SEBRING LE 2.0,es_AR
CHRYSLER,SEBRING,SEBRING LE 2.7,es_AR
CHRYSLER,SEBRING,SEBRING LX 2.7,es_AR
CHRYSLER,SHADOW,SHADOW 2.5,es_AR
CHRYSLER,SPIRIT,SPIRIT 2.5 HIGHLINE,es_AR
CHRYSLER,SPIRIT,SPIRIT 3.0,es_AR
CHRYSLER,STEALTH,STEALTH,es_AR
CHRYSLER,STRATUS,STRATUS CABRIOLET 2.5,es_AR
CHRYSLER,STRATUS,STRATUS LE 2.0,es_AR
CHRYSLER,STRATUS,STRATUS LE 2.5,es_AR
CHRYSLER,STRATUS,STRATUS LX 2.5,es_AR
CHRYSLER,TALON,TALON ES 2.0,es_AR
CHRYSLER,TOWN,TOWN & COUNTRY 3.6 AUT LIMITED,es_AR
CHRYSLER,TOWN,TOWN & COUNTRY 3.8 AUT LIMITED,es_AR
CHRYSLER,TOWN,TOWN & COUNTRY 3.8 AUT LX,es_AR
CHRYSLER,VALIANT,VALIANT,es_AR
CHRYSLER,VALIANT,VALIANT CORONADO,es_AR
CHRYSLER,VALIANT,VALIANT GT,es_AR
CHRYSLER,VALIANT,VALIANT II,es_AR
CHRYSLER,VALIANT,VALIANT III,es_AR
CHRYSLER,VALIANT,VALIANT IV,es_AR
CHRYSLER,VIPER,VIPER,es_AR
CHRYSLER,VOYAGER,VOYAGER LE 2.5,es_AR
CHRYSLER,VOYAGER,VOYAGER SE 2.5 TD,es_AR
CITROEN,2CV,2CV,es_AR
CITROEN,3CV,3CV,es_AR
